strategy_variant,subset,period_split,trade_date,window,variant,holding_count,return_pct,win_rate_pct
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250228,10,excess_csi1000,15,0.9857062480576576,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250331,10,excess_csi1000,15,1.3700466958860227,60.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250430,10,excess_csi1000,15,4.5483306685595295,86.66666666666667
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250530,10,excess_csi1000,15,4.7465635790540075,80.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250630,10,excess_csi1000,15,1.375198259301683,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250731,10,excess_csi1000,15,0.2812211998118516,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250829,10,excess_csi1000,15,1.299061032710936,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250930,10,excess_csi1000,15,-1.8761716592658837,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251031,10,excess_csi1000,9,-1.4684548734787688,22.22222222222222
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251128,10,excess_csi1000,15,1.094658290195414,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251231,10,excess_csi1000,15,-0.27945720317798184,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240131,10,excess_eligible,15,-2.689210089724226,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240229,10,excess_eligible,15,1.2257793644895254,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240329,10,excess_eligible,15,0.3889746001976129,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240430,10,excess_eligible,3,-2.8653579038414896,0.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240531,10,excess_eligible,15,2.300698390353777,60.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240628,10,excess_eligible,15,1.7554220014513224,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240731,10,excess_eligible,15,0.04793182753696333,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240830,10,excess_eligible,15,-0.09134773115298689,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241031,10,excess_eligible,8,12.493532950885058,75.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241129,10,excess_eligible,12,1.6511800963057137,50.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241231,10,excess_eligible,3,-1.6804148283479565,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250127,10,excess_eligible,15,0.4553218668474102,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250228,10,excess_eligible,15,1.2828525334381207,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250331,10,excess_eligible,15,-0.017521961500268426,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250430,10,excess_eligible,15,1.6644960996132028,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250530,10,excess_eligible,15,3.848670487337595,60.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250630,10,excess_eligible,15,1.078826639521594,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250731,10,excess_eligible,15,0.46027394937758453,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250829,10,excess_eligible,15,-0.2786151281441408,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250930,10,excess_eligible,15,-2.0863142556927112,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251031,10,excess_eligible,9,-6.104113190849316,22.22222222222222
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251128,10,excess_eligible,15,1.7050130218153987,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251231,10,excess_eligible,15,0.6009822304602045,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240131,20,close,15,6.427500378226367,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240229,20,close,15,6.280946581958133,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240329,20,close,15,-3.497443009672595,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240430,20,close,3,-2.7883673829849136,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240531,20,close,15,-1.2685491012946102,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240628,20,close,15,-2.138602125205456,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240731,20,close,15,-7.932248499142919,13.333333333333334
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240830,20,close,15,22.08488064319156,100.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241031,20,close,8,9.589007627461433,62.5
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241129,20,close,12,-2.985672294328794,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241231,20,close,3,-1.2067881877143176,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250127,20,close,15,7.805347518470341,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250228,20,close,15,-0.2483287647891745,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250331,20,close,15,-1.1635264631925182,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250430,20,close,15,7.254742485001234,86.66666666666667
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250530,20,close,15,7.929889600622656,80.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250630,20,close,15,8.649281174628616,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250731,20,close,15,9.871315618699015,86.66666666666667
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250829,20,close,15,-3.452120805904394,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250930,20,close,15,-1.3346599892444582,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251031,20,close,9,-5.541610363908908,22.22222222222222
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251128,20,close,15,2.6139448718886524,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251231,20,close,15,6.398079811918114,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240131,20,t1,15,8.446488064753357,73.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240229,20,t1,15,6.236308138646219,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240329,20,t1,15,-3.662305146702047,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240430,20,t1,3,-4.278309556423506,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240531,20,t1,15,-1.3866723581653344,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240628,20,t1,15,-1.9779384929680883,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240731,20,t1,15,-8.086407895036638,13.333333333333334
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240830,20,t1,15,22.466303506950542,100.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241031,20,t1,8,9.254916008902127,62.5
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241129,20,t1,12,-3.4443471095901423,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241231,20,t1,3,-1.1881916756880884,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250127,20,t1,15,6.663669330506914,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250228,20,t1,15,0.08207694010825245,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250331,20,t1,15,-1.2108753959610363,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250430,20,t1,15,6.899636936374196,86.66666666666667
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250530,20,t1,15,8.780170441878996,80.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250630,20,t1,15,8.735276181946043,73.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250731,20,t1,15,10.116503379588975,86.66666666666667
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250829,20,t1,15,-3.7747048839902466,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250930,20,t1,15,-2.8649560801453613,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251031,20,t1,9,-5.502430385207966,22.22222222222222
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251128,20,t1,15,1.9545859831646697,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251231,20,t1,15,5.7662806910737885,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240131,20,t1_net,15,8.286488064753359,73.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240229,20,t1_net,15,6.076308138646221,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240329,20,t1_net,15,-3.8223051467020466,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240430,20,t1_net,3,-4.438309556423506,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240531,20,t1_net,15,-1.5466723581653345,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240628,20,t1_net,15,-2.137938492968088,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240731,20,t1_net,15,-8.246407895036638,13.333333333333334
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240830,20,t1_net,15,22.306303506950535,100.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241031,20,t1_net,8,9.094916008902127,62.5
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241129,20,t1_net,12,-3.6043471095901416,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241231,20,t1_net,3,-1.3481916756880885,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250127,20,t1_net,15,6.503669330506915,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250228,20,t1_net,15,-0.07792305989174769,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250331,20,t1_net,15,-1.3708753959610358,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250430,20,t1_net,15,6.739636936374197,80.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250530,20,t1_net,15,8.620170441878997,80.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250630,20,t1_net,15,8.575276181946043,73.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250731,20,t1_net,15,9.956503379588973,86.66666666666667
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250829,20,t1_net,15,-3.9347048839902485,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250930,20,t1_net,15,-3.0249560801453614,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251031,20,t1_net,9,-5.662430385207966,22.22222222222222
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251128,20,t1_net,15,1.7945859831646696,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251231,20,t1_net,15,5.606280691073789,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240131,20,excess_csi300,15,-1.2501133297348908,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240229,20,excess_csi300,15,6.71228139640574,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240329,20,excess_csi300,15,-3.905591013561158,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240430,20,excess_csi300,3,-2.1472371777399983,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240531,20,excess_csi300,15,1.694223563122883,60.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240628,20,excess_csi300,15,0.002682019002144583,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240731,20,excess_csi300,15,-4.203382219296712,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240830,20,excess_csi300,15,-7.888424241286753,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241031,20,excess_csi300,8,9.704008780988694,62.5
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241129,20,excess_csi300,12,-4.2903910164183285,25.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241231,20,excess_csi300,3,-1.7754659974650533,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250127,20,excess_csi300,15,4.288597237256196,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250228,20,excess_csi300,15,-0.6043723295254961,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250331,20,excess_csi300,15,1.6856408101782407,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250430,20,excess_csi300,15,5.758247516631861,73.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250530,20,excess_csi300,15,6.597768499123211,80.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250630,20,excess_csi300,15,3.838652951834781,60.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250731,20,excess_csi300,15,0.03362793758982434,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250829,20,excess_csi300,15,-4.3569171300375125,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250930,20,excess_csi300,15,-1.1190103476847535,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251031,20,excess_csi300,9,-2.778806288020428,22.22222222222222
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251128,20,excess_csi300,15,0.1900354730527188,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251231,20,excess_csi300,15,6.008040224657806,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240131,20,excess_csi1000,15,-3.1910075385522685,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240229,20,excess_csi1000,15,6.601049364732547,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240329,20,excess_csi1000,15,-2.55374636755544,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240430,20,excess_csi1000,3,0.20963067716539907,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240531,20,excess_csi1000,15,5.1299033919032295,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240628,20,excess_csi1000,15,2.8430167179564725,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240731,20,excess_csi1000,15,0.27182795363898243,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240830,20,excess_csi1000,15,-14.366913463452955,6.666666666666667
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241031,20,excess_csi1000,8,6.626801246644664,62.5
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241129,20,excess_csi1000,12,-1.1945652614084883,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241231,20,excess_csi1000,3,-5.410046817122005,0.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250127,20,excess_csi1000,15,-1.4328406276213363,26.666666666666668
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250228,20,excess_csi1000,15,0.16733007081569345,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250331,20,excess_csi1000,15,4.478133656191159,60.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250430,20,excess_csi1000,15,7.438482090566809,86.66666666666667
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250530,20,excess_csi1000,15,4.066121591302018,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250630,20,excess_csi1000,15,3.146570951559473,60.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250731,20,excess_csi1000,15,-1.5264223384111906,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250829,20,excess_csi1000,15,-2.394130925733755,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250930,20,excess_csi1000,15,-0.46971749109961664,40.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251031,20,excess_csi1000,9,-2.797403674163466,22.22222222222222
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251128,20,excess_csi1000,15,-1.008162740345275,20.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20251231,20,excess_csi1000,15,-0.6947465623786897,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240131,20,excess_eligible,15,0.15167459110172643,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240229,20,excess_eligible,15,5.063835976365978,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240329,20,excess_eligible,15,-0.6520269445734538,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240430,20,excess_eligible,3,-3.626982432518034,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240531,20,excess_eligible,15,2.883856261741741,66.66666666666666
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240628,20,excess_eligible,15,0.30472788858767513,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240731,20,excess_eligible,15,1.4496494521763252,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20240830,20,excess_eligible,15,-3.0904502584012543,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241031,20,excess_eligible,8,11.751592744656277,75.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241129,20,excess_eligible,12,-0.13001962042801565,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20241231,20,excess_eligible,3,-4.760315229484964,0.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250127,20,excess_eligible,15,1.3555829402653836,33.33333333333333
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250228,20,excess_eligible,15,1.1592507994897712,46.666666666666664
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250331,20,excess_eligible,15,3.16274227986382,53.333333333333336
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250430,20,excess_eligible,15,4.585625922618937,60.0
analyzer_veto_chase_overheat,tier1_veto_passed,all,20250530,20,excess_eligible,15,5.283238952597114,73.33333333333333
